Year,Country,Gold,Silver,Bronze,Total,Rank,NumMedals,Country Code,Pop,locCity
1980,Ecuador,0,0,0,0,0,287,ECU,7909432,Moskva
1980,"Egypt, Arab Rep.",0,0,0,0,0,287,EGY,44931971,Moskva
1980,El Salvador,0,0,0,0,0,287,SLV,4660556,Moskva
1980,Equatorial Guinea,0,0,0,0,0,287,GNQ,220589,Moskva
1980,Eritrea,0,0,0,0,0,287,ERI,2414647,Moskva
1980,Estonia,0,0,0,0,0,287,EST,1477219,Moskva
1980,Ethiopia,2,0,2,4,20,287,ETH,35241209,Moskva
1980,Faeroe Islands,0,0,0,0,0,287,FRO,43010,Moskva
1980,Fiji,0,0,0,0,0,287,FJI,635256,Moskva
1980,Finland,3,1,4,8,15,287,FIN,4779535,Moskva
1980,France,6,5,3,14,10,287,FRA,55224670,Moskva
1980,French Polynesia,0,0,0,0,0,287,PYF,151702,Moskva
1980,Gabon,0,0,0,0,0,287,GAB,726454,Moskva
1980,"Gambia, The",0,0,0,0,0,287,GMB,604371,Moskva
1980,Georgia,0,0,0,0,0,287,GEO,4467700,Moskva
1980,Germany,0,0,0,0,0,287,DEU,78288576,Moskva
1980,Ghana,0,0,0,0,0,287,GHA,10802497,Moskva
1980,Greece,1,0,2,3,24,287,GRC,9642505,Moskva
1980,Greenland,0,0,0,0,0,287,GRL,50200,Moskva
1980,Grenada,0,0,0,0,0,287,GRD,89004,Moskva
1980,Guam,0,0,0,0,0,287,GUM,104131,Moskva
1980,Guatemala,0,0,0,0,0,287,GTM,7001101,Moskva
1980,Guinea,0,0,0,0,0,287,GIN,4495479,Moskva
1980,Guinea-Bissau,0,0,0,0,0,287,GNB,818280,Moskva
1980,Guyana,0,0,1,1,35,287,GUY,776927,Moskva
1980,Haiti,0,0,0,0,0,287,HTI,5691941,Moskva
1980,Honduras,0,0,0,0,0,287,HND,3635862,Moskva
1980,"Hong Kong SAR, China",0,0,0,0,0,287,HKG,5063100,Moskva
1980,Hungary,7,10,15,32,4,287,HUN,10711122,Moskva
1980,Iceland,0,0,0,0,0,287,ISL,228138,Moskva
1980,India,1,0,0,1,31,287,IND,698965575,Moskva
1980,Indonesia,0,0,0,0,0,287,IDN,145494452,Moskva
1980,"Iran, Islamic Rep.",0,0,0,0,0,287,IRN,38889520,Moskva
1980,Iraq,0,0,0,0,0,287,IRQ,13653358,Moskva
1980,Ireland,0,1,1,2,29,287,IRL,3412800,Moskva
1980,Isle of Man,0,0,0,0,0,287,IMY,65108,Moskva
1980,Israel,0,0,0,0,0,287,ISR,3878000,Moskva
1980,Italy,8,3,4,15,9,287,ITA,56433883,Moskva
1980,Jamaica,0,0,3,3,26,287,JAM,2133000,Moskva
1980,Japan,0,0,0,0,0,287,JPN,116782000,Moskva
1980,Jordan,0,0,0,0,0,287,JOR,2181000,Moskva
1980,Kazakhstan,0,0,0,0,0,287,KAZ,14898332,Moskva
1980,Kenya,0,0,0,0,0,287,KEN,16267906,Moskva
1980,Kiribati,0,0,0,0,0,287,KIR,54510,Moskva
1980,"Korea, Dem. Rep.",0,3,2,5,18,287,PRK,17372172,Moskva
1980,"Korea, Rep.",0,0,0,0,0,287,KOR,38124000,Moskva
1980,Kosovo,0,0,0,0,0,287,KSV,1521000,Moskva
1980,Kuwait,0,0,0,0,0,287,KWT,1371494,Moskva
1980,Kyrgyz Republic,0,0,0,0,0,287,KGZ,3617400,Moskva
1980,Lao PDR,0,0,0,0,0,287,LAO,3250924,Moskva
1980,Latvia,0,0,0,0,0,287,LVA,2511701,Moskva
1980,Lebanon,0,0,1,1,36,287,LBN,2605294,Moskva
1980,Lesotho,0,0,0,0,0,287,LSO,1307403,Moskva
1980,Liberia,0,0,0,0,0,287,LBR,1892529,Moskva
1980,Libya,0,0,0,0,0,287,LBY,3078255,Moskva
1980,Liechtenstein,0,0,0,0,0,287,LIE,25869,Moskva
1980,Lithuania,0,0,0,0,0,287,LTU,3413202,Moskva
1980,Luxembourg,0,0,0,0,0,287,LUX,364150,Moskva
1980,"Macao SAR, China",0,0,0,0,0,287,MAC,246236,Moskva
1980,"Macedonia, FYR",2,3,4,9,13,287,MKD,1895727,Moskva
1980,Madagascar,0,0,0,0,0,287,MDG,8746516,Moskva
1980,Malawi,0,0,0,0,0,287,MWI,6236824,Moskva
1980,Malaysia,0,0,0,0,0,287,MYS,13833739,Moskva
1980,Maldives,0,0,0,0,0,287,MDV,154316,Moskva
1980,Mali,0,0,0,0,0,287,MLI,6735247,Moskva
1980,Malta,0,0,0,0,0,287,MLT,316645,Moskva
1980,Marshall Islands,0,0,0,0,0,287,MHL,30581,Moskva
1980,Mauritania,0,0,0,0,0,287,MRT,1534141,Moskva
1980,Mauritius,0,0,0,0,0,287,MUS,966000,Moskva
1980,Mexico,0,1,3,4,23,287,MEX,70353013,Moskva
1980,"Micronesia, Fed. Sts.",0,0,0,0,0,287,FSM,72967,Moskva
1980,Moldova,0,0,0,0,0,287,MDA,3397000,Moskva
1980,Monaco,0,0,0,0,0,287,MCO,26746,Moskva
1980,Mongolia,0,2,2,4,22,287,MNG,1689621,Moskva
1980,Montenegro,0,0,0,0,0,287,MNE,579088,Moskva
1980,Morocco,0,0,0,0,0,287,MAR,19798703,Moskva
1980,Mozambique,0,0,0,0,0,287,MOZ,12142014,Moskva
1980,Myanmar,0,0,0,0,0,287,MMR,34474755,Moskva
1980,Namibia,0,0,0,0,0,287,NAM,1012761,Moskva
1980,Nepal,0,0,0,0,0,287,NPL,14384864,Moskva
1980,Netherlands,0,1,2,3,25,287,NLD,14149800,Moskva
1980,New Caledonia,0,0,0,0,0,287,NCL,143000,Moskva
1980,New Zealand,0,0,0,0,0,287,NZL,3112900,Moskva
1980,Nicaragua,0,0,0,0,0,287,NIC,3250470,Moskva
1980,Niger,0,0,0,0,0,287,NER,5834248,Moskva
1980,Nigeria,0,0,0,0,0,287,NGA,73698099,Moskva
1980,Northern Mariana Islands,0,0,0,0,0,287,MNP,17048,Moskva
1980,Norway,0,0,0,0,0,287,NOR,4085620,Moskva
1980,Oman,0,0,0,0,0,287,OMN,1154375,Moskva
1980,Pakistan,0,0,0,0,0,287,PAK,79984297,Moskva
1980,Palau,0,0,0,0,0,287,PLW,12197,Moskva
1980,Panama,0,0,0,0,0,287,PAN,1990062,Moskva
1980,Papua New Guinea,0,0,0,0,0,287,PNG,3215483,Moskva
1980,Paraguay,0,0,0,0,0,287,PRY,3198848,Moskva
1980,Peru,0,0,0,0,0,287,PER,17328542,Moskva
1980,Philippines,0,0,0,0,0,287,PHL,47398432,Moskva
1980,Poland,3,14,15,32,5,287,POL,35574150,Moskva
1980,Portugal,0,0,0,0,0,287,PRT,9766312,Moskva
1980,Puerto Rico,0,0,0,0,0,287,PRI,3206000,Moskva
1980,Qatar,0,0,0,0,0,287,QAT,223752,Moskva
1980,Romania,6,6,13,25,6,287,ROM,22242653,Moskva
1980,Russia,0,0,0,0,0,287,RUS,139010000,Moskva
1980,Rwanda,0,0,0,0,0,287,RWA,5140786,Moskva
1980,Samoa,0,0,0,0,0,287,WSM,155554,Moskva
1980,San Marino,0,0,0,0,0,287,SMR,21397,Moskva
1980,Sao Tome and Principe,0,0,0,0,0,287,STP,94953,Moskva
1980,Saudi Arabia,0,0,0,0,0,287,SAU,9843265,Moskva
1980,Senegal,0,0,0,0,0,287,SEN,5568908,Moskva
1980,Serbia,0,0,0,0,0,287,SRB,0,Moskva
1980,Seychelles,0,0,0,0,0,287,SYC,64400,Moskva
1980,Sierra Leone,0,0,0,0,0,287,SLE,3180237,Moskva
1980,Singapore,0,0,0,0,0,287,SGP,2414000,Moskva
1980,Sint Maarten (Dutch part),0,0,0,0,0,287,SXM,0,Moskva
1980,Slovak Republic,0,0,0,0,0,287,SVK,4979815,Moskva
1980,Slovenia,0,0,0,0,0,287,SVN,1901315,Moskva
1980,Solomon Islands,0,0,0,0,0,287,SLB,230614,Moskva
1980,Somalia,0,0,0,0,0,287,SOM,6089707,Moskva
1980,South Africa,0,0,0,0,0,287,ZAF,27576000,Moskva
1980,South Sudan,0,0,0,0,0,287,SSD,4701961,Moskva
1980,Spain,1,3,2,6,16,287,ESP,37439035,Moskva
1980,Sri Lanka,0,0,0,0,0,287,LKA,14747000,Moskva
1980,St. Kitts and Nevis,0,0,0,0,0,287,KNA,43205,Moskva
1980,St. Lucia,0,0,0,0,0,287,LCA,117984,Moskva
1980,St. Martin (French part),0,0,0,0,0,287,MAF,7580,Moskva
1980,St. Vincent and the Grenadines,0,0,0,0,0,287,VCT,100506,Moskva
1980,Sudan,0,0,0,0,0,287,SDN,14418063,Moskva
1980,Suriname,0,0,0,0,0,287,SUR,365616,Moskva
1980,Swaziland,0,0,0,0,0,287,SWZ,603373,Moskva
1980,Sweden,3,3,6,12,12,287,SWE,8310531,Moskva
1980,Switzerland,2,0,0,2,27,287,CHE,6319408,Moskva
1980,Syrian Arab Republic,0,0,0,0,0,287,SYR,8956156,Moskva
1980,Tajikistan,0,0,0,0,0,287,TJK,3917642,Moskva
1980,Tanzania,0,2,0,2,28,287,TZA,18686808,Moskva
1980,Thailand,0,0,0,0,0,287,THA,47369137,Moskva
1980,Timor-Leste,0,0,0,0,0,287,TMP,580730,Moskva
1980,Togo,0,0,0,0,0,287,TGO,2720838,Moskva
1980,Tonga,0,0,0,0,0,287,TON,93007,Moskva
1980,Trinidad and Tobago,0,0,0,0,0,287,TTO,1085308,Moskva
1980,Tunisia,0,0,0,0,0,287,TUN,6384000,Moskva
1980,Turkey,0,0,0,0,0,287,TUR,43905790,Moskva
1980,Turkmenistan,0,0,0,0,0,287,TKM,2861000,Moskva
1980,Turks and Caicos Islands,0,0,0,0,0,287,TCA,7525,Moskva
1980,Tuvalu,0,0,0,0,0,287,TUV,8051,Moskva
1980,Uganda,0,1,0,1,34,287,UGA,12549779,Moskva
1980,Ukraine,0,0,0,0,0,287,UKR,49973757,Moskva
1980,United Arab Emirates,0,0,0,0,0,287,ARE,1014825,Moskva
1980,England,5,7,9,21,7,287,GBR,56314216,Moskva
1980,United States,0,0,0,0,0,287,USA,227225000,Moskva
1980,Uruguay,0,0,0,0,0,287,URY,2915735,Moskva
1980,Uzbekistan,0,0,0,0,0,287,UZB,16026812,Moskva
1980,Vanuatu,0,0,0,0,0,287,VUT,115634,Moskva
1980,"Venezuela, RB",0,1,0,1,33,287,VEN,15096432,Moskva
1980,Vietnam,0,0,0,0,0,287,VNM,53700000,Moskva
1980,Virgin Islands (U.S.),0,0,0,0,0,287,VIR,97000,Moskva
1980,West Bank and Gaza,0,0,0,0,0,287,WBG,0,Moskva
1980,"Yemen, Rep.",0,0,0,0,0,287,YEM,7906977,Moskva
1980,Zambia,0,0,0,0,0,287,ZMB,5847241,Moskva
1980,Zimbabwe,1,0,0,1,32,287,ZWE,7289069,Moskva
1984,Afghanistan,0,0,0,0,0,610,AFG,11854205,Los Angeles
1984,Albania,0,0,0,0,0,610,ALB,3001325,Los Angeles
1984,Algeria,0,0,2,2,34,610,DZA,22150483,Los Angeles
1984,American Samoa,0,0,0,0,0,610,ASM,37687,Los Angeles
1984,Andorra,0,0,0,0,0,610,ADO,42704,Los Angeles
1984,Angola,0,0,0,0,0,610,AGO,8784753,Los Angeles
1984,Antigua and Barbuda,0,0,0,0,0,610,ATG,66863,Los Angeles
1984,Argentina,0,0,0,0,0,610,ARG,29886564,Los Angeles
1984,Armenia,0,0,0,0,0,610,ARM,3287588,Los Angeles
1984,Aruba,0,0,0,0,0,610,ABW,62831,Los Angeles
1984,Australia,4,8,12,24,10,610,AUS,15544000,Los Angeles
1984,Austria,1,1,1,3,23,610,AUT,7561434,Los Angeles
1984,Azerbaijan,0,0,0,0,0,610,AZE,6568857,Los Angeles
1984,"Bahamas, The",0,0,0,0,0,610,BHS,230014,Los Angeles
1984,Bahrain,0,0,0,0,0,610,BHR,407223,Los Angeles
1984,Bangladesh,0,0,0,0,0,610,BGD,91804318,Los Angeles
1984,Barbados,0,0,0,0,0,610,BRB,253193,Los Angeles
1984,Belarus,0,0,0,0,0,610,BLR,9910000,Los Angeles
1984,Belgium,1,1,2,4,22,610,BEL,9855372,Los Angeles
1984,Belize,0,0,0,0,0,610,BLZ,160342,Los Angeles
1984,Benin,0,0,0,0,0,610,BEN,4163968,Los Angeles
1984,Bermuda,0,0,0,0,0,610,BMU,56423,Los Angeles
1984,Bhutan,0,0,0,0,0,610,BTN,456362,Los Angeles
1984,Bolivia,0,0,0,0,0,610,BOL,5900127,Los Angeles
1984,Bosnia and Herzegovina,0,0,0,0,0,610,BIH,4263393,Los Angeles
1984,Botswana,0,0,0,0,0,610,BWA,1146205,Los Angeles
1984,Brazil,1,5,2,8,17,610,BRA,133364277,Los Angeles
1984,Brunei Darussalam,0,0,0,0,0,610,BRN,216885,Los Angeles
1984,Bulgaria,0,0,0,0,0,610,BGR,8960679,Los Angeles
1984,Burkina Faso,0,0,0,0,0,610,BFA,7531244,Los Angeles
1984,Burundi,0,0,0,0,0,610,BDI,4624850,Los Angeles
1984,Cambodia,0,0,0,0,0,610,KHM,7499331,Los Angeles
1984,Cameroon,0,0,1,1,46,610,CMR,10070779,Los Angeles
1984,Canada,10,18,16,44,4,610,CAN,25702000,Los Angeles
1984,Cape Verde,0,0,0,0,0,610,CPV,324815,Los Angeles
1984,Cayman Islands,0,0,0,0,0,610,CYM,18543,Los Angeles
1984,Central African Republic,0,0,0,0,0,610,CAF,2555936,Los Angeles
1984,Chad,0,0,0,0,0,610,TCD,4954649,Los Angeles
1984,Channel Islands,0,0,0,0,0,610,CHI,132451,Los Angeles
1984,Chile,0,0,0,0,0,610,CHL,11926647,Los Angeles
1984,China,15,8,9,32,6,610,CHN,1036825000,Los Angeles
1984,Colombia,0,1,0,1,40,610,COL,29438030,Los Angeles
1984,Comoros,0,0,0,0,0,610,COM,353345,Los Angeles
1984,"Congo, Dem. Rep.",0,0,0,0,0,610,ZAR,29243529,Los Angeles
1984,"Congo, Rep.",0,0,0,0,0,610,COG,2020333,Los Angeles
1984,Costa Rica,0,0,0,0,0,610,CRI,2625561,Los Angeles
1984,Cote d'Ivoire,0,1,0,1,38,610,CIV,9771533,Los Angeles
1984,Croatia,0,0,0,0,0,610,HRV,4680000,Los Angeles
1984,Cuba,0,0,0,0,0,610,CUB,10028578,Los Angeles
1984,Curacao,0,0,0,0,0,610,CUW,0,Los Angeles
1984,Cyprus,0,0,0,0,0,610,CYP,697717,Los Angeles
1984,Czech Republic,0,0,0,0,0,610,CZE,10330213,Los Angeles
1984,Denmark,0,3,3,6,20,610,DNK,5111619,Los Angeles
1984,Djibouti,0,0,0,0,0,610,DJI,405229,Los Angeles
1984,Dominica,0,0,0,0,0,610,DMA,74215,Los Angeles
1984,Dominican Republic,0,0,1,1,45,610,DOM,6381602,Los Angeles
1984,Ecuador,0,0,0,0,0,610,ECU,8742761,Los Angeles
1984,"Egypt, Arab Rep.",0,1,0,1,36,610,EGY,49190419,Los Angeles
1984,El Salvador,0,0,0,0,0,610,SLV,4938109,Los Angeles
1984,Equatorial Guinea,0,0,0,0,0,610,GNQ,293825,Los Angeles
1984,Eritrea,0,0,0,0,0,610,ERI,2742004,Los Angeles
1984,Estonia,0,0,0,0,0,610,EST,1518617,Los Angeles
1984,Ethiopia,0,0,0,0,0,610,ETH,39493610,Los Angeles
1984,Faeroe Islands,0,0,0,0,0,610,FRO,45239,Los Angeles
1984,Fiji,0,0,0,0,0,610,FJI,700394,Los Angeles
1984,Finland,4,2,6,12,15,610,FIN,4881803,Los Angeles
1984,France,5,7,16,28,9,610,FRA,56489874,Los Angeles
1984,French Polynesia,0,0,0,0,0,610,PYF,170397,Los Angeles
1984,Gabon,0,0,0,0,0,610,GAB,804319,Los Angeles
1984,"Gambia, The",0,0,0,0,0,610,GMB,701097,Los Angeles
1984,Georgia,0,0,0,0,0,610,GEO,4622200,Los Angeles
1984,Germany,0,0,0,0,0,610,DEU,77858685,Los Angeles
1984,Ghana,0,0,0,0,0,610,GHA,12311805,Los Angeles
1984,Greece,0,1,1,2,33,610,GRC,9895801,Los Angeles
1984,Greenland,0,0,0,0,0,610,GRL,52700,Los Angeles
1984,Grenada,0,0,0,0,0,610,GRD,98440,Los Angeles
1984,Guam,0,0,0,0,0,610,GUM,113961,Los Angeles
1984,Guatemala,0,0,0,0,0,610,GTM,7731210,Los Angeles
1984,Guinea,0,0,0,0,0,610,GIN,4925668,Los Angeles
1984,Guinea-Bissau,0,0,0,0,0,610,GNB,889592,Los Angeles
1984,Guyana,0,0,0,0,0,610,GUY,758580,Los Angeles
1984,Haiti,0,0,0,0,0,610,HTI,6244898,Los Angeles
1984,Honduras,0,0,0,0,0,610,HND,4111424,Los Angeles
1984,"Hong Kong SAR, China",0,0,0,0,0,610,HKG,5397900,Los Angeles
1984,Hungary,0,0,0,0,0,610,HUN,10668095,Los Angeles
1984,Iceland,0,0,1,1,43,610,ISL,239511,Los Angeles
1984,India,0,0,0,0,0,610,IND,764749394,Los Angeles
1984,Indonesia,0,0,0,0,0,610,IDN,159097735,Los Angeles
1984,"Iran, Islamic Rep.",0,0,0,0,0,610,IRN,45672219,Los Angeles
1984,Iraq,0,0,0,0,0,610,IRQ,15202850,Los Angeles
1984,Ireland,0,1,0,1,39,610,IRL,3532423,Los Angeles
1984,Isle of Man,0,0,0,0,0,610,IMY,64207,Los Angeles
1984,Israel,0,0,0,0,0,610,ISR,4159000,Los Angeles
1984,Italy,14,6,12,32,7,610,ITA,56576718,Los Angeles
1984,Jamaica,0,1,2,3,27,610,JAM,2279900,Los Angeles
1984,Japan,10,8,14,32,8,610,JPN,120018000,Los Angeles
1984,Jordan,0,0,0,0,0,610,JOR,2551301,Los Angeles
1984,Kazakhstan,0,0,0,0,0,610,KAZ,15599590,Los Angeles
1984,Kenya,1,0,2,3,24,610,KEN,18942464,Los Angeles
1984,Kiribati,0,0,0,0,0,610,KIR,60455,Los Angeles
1984,"Korea, Dem. Rep.",0,0,0,0,0,610,PRK,18488002,Los Angeles
1984,"Korea, Rep.",6,6,7,19,11,610,KOR,40406000,Los Angeles
1984,Kosovo,0,0,0,0,0,610,KSV,1647000,Los Angeles
1984,Kuwait,0,0,0,0,0,610,KWT,1650388,Los Angeles
1984,Kyrgyz Republic,0,0,0,0,0,610,KGZ,3916400,Los Angeles
1984,Lao PDR,0,0,0,0,0,610,LAO,3577281,Los Angeles
1984,Latvia,0,0,0,0,0,610,LVA,2562047,Los Angeles
1984,Lebanon,0,0,0,0,0,610,LBN,2667229,Los Angeles
1984,Lesotho,0,0,0,0,0,610,LSO,1438248,Los Angeles
1984,Liberia,0,0,0,0,0,610,LBR,2163835,Los Angeles
1984,Libya,0,0,0,0,0,610,LBY,3613208,Los Angeles
1984,Liechtenstein,0,0,0,0,0,610,LIE,27009,Los Angeles
1984,Lithuania,0,0,0,0,0,610,LTU,3514205,Los Angeles
1984,Luxembourg,0,0,0,0,0,610,LUX,365998,Los Angeles
1984,"Macao SAR, China",0,0,0,0,0,610,MAC,283672,Los Angeles
1984,"Macedonia, FYR",7,4,7,18,13,610,MKD,1939913,Los Angeles
1984,Madagascar,0,0,0,0,0,610,MDG,9714342,Los Angeles
1984,Malawi,0,0,0,0,0,610,MWI,6958278,Los Angeles
1984,Malaysia,0,0,0,0,0,610,MYS,15333369,Los Angeles
1984,Maldives,0,0,0,0,0,610,MDV,177213,Los Angeles
1984,Mali,0,0,0,0,0,610,MLI,7281246,Los Angeles
1984,Malta,0,0,0,0,0,610,MLT,330593,Los Angeles
1984,Marshall Islands,0,0,0,0,0,610,MHL,36567,Los Angeles
1984,Mauritania,0,0,0,0,0,610,MRT,1718837,Los Angeles
1984,Mauritius,0,0,0,0,0,610,MUS,1009233,Los Angeles
1984,Mexico,2,3,1,6,19,610,MEX,76351106,Los Angeles
1984,"Micronesia, Fed. Sts.",0,0,0,0,0,610,FSM,83242,Los Angeles
1984,Moldova,0,0,0,0,0,610,MDA,3536000,Los Angeles
1984,Monaco,0,0,0,0,0,610,MCO,28514,Los Angeles
1984,Mongolia,0,0,0,0,0,610,MNG,1871083,Los Angeles
1984,Montenegro,0,0,0,0,0,610,MNE,591105,Los Angeles
1984,Morocco,2,0,0,2,30,610,MAR,21776104,Los Angeles
1984,Mozambique,0,0,0,0,0,610,MOZ,13200833,Los Angeles
1984,Myanmar,0,0,0,0,0,610,MMR,37756446,Los Angeles
1984,Namibia,0,0,0,0,0,610,NAM,1112044,Los Angeles
1984,Nepal,0,0,0,0,0,610,NPL,15778051,Los Angeles
1984,Netherlands,5,2,6,13,14,610,NLD,14424211,Los Angeles
1984,New Caledonia,0,0,0,0,0,610,NCL,150616,Los Angeles
1984,New Zealand,8,1,2,11,16,610,NZL,3227100,Los Angeles
1984,Nicaragua,0,0,0,0,0,610,NIC,3621067,Los Angeles
1984,Niger,0,0,0,0,0,610,NER,6520599,Los Angeles
1984,Nigeria,0,1,1,2,32,610,NGA,81775217,Los Angeles
1984,Northern Mariana Islands,0,0,0,0,0,610,MNP,27363,Los Angeles
1984,Norway,0,1,2,3,26,610,NOR,4140099,Los Angeles
1984,Oman,0,0,0,0,0,610,OMN,1430680,Los Angeles
1984,Pakistan,1,0,0,1,35,610,PAK,91643160,Los Angeles
1984,Palau,0,0,0,0,0,610,PLW,13371,Los Angeles
1984,Panama,0,0,0,0,0,610,PAN,2183773,Los Angeles
1984,Papua New Guinea,0,0,0,0,0,610,PNG,3583707,Los Angeles
1984,Paraguay,0,0,0,0,0,610,PRY,3597135,Los Angeles
1984,Peru,0,1,0,1,41,610,PER,19081183,Los Angeles
1984,Philippines,0,0,0,0,0,610,PHL,52872611,Los Angeles
1984,Poland,0,0,0,0,0,610,POL,36904134,Los Angeles
1984,Portugal,1,0,2,3,25,610,PRT,9996232,Los Angeles
1984,Puerto Rico,0,1,1,2,31,610,PRI,3344190,Los Angeles
1984,Qatar,0,0,0,0,0,610,QAT,341249,Los Angeles
1984,Romania,20,16,17,53,3,610,ROM,22655940,Los Angeles
1984,Russia,0,0,0,0,0,610,RUS,142745000,Los Angeles
1984,Rwanda,0,0,0,0,0,610,RWA,5873794,Los Angeles
1984,Samoa,0,0,0,0,0,610,WSM,159281,Los Angeles
1984,San Marino,0,0,0,0,0,610,SMR,22514,Los Angeles
1984,Sao Tome and Principe,0,0,0,0,0,610,STP,102325,Los Angeles
1984,Saudi Arabia,0,0,0,0,0,610,SAU,12592829,Los Angeles
1984,Senegal,0,0,0,0,0,610,SEN,6246065,Los Angeles
1984,Serbia,0,0,0,0,0,610,SRB,0,Los Angeles
1984,Seychelles,0,0,0,0,0,610,SYC,66902,Los Angeles
1984,Sierra Leone,0,0,0,0,0,610,SLE,3492174,Los Angeles
1984,Singapore,0,0,0,0,0,610,SGP,2732000,Los Angeles
1984,Sint Maarten (Dutch part),0,0,0,0,0,610,SXM,0,Los Angeles
1984,Slovak Republic,0,0,0,0,0,610,SVK,5127097,Los Angeles
1984,Slovenia,0,0,0,0,0,610,SVN,1932154,Los Angeles
1984,Solomon Islands,0,0,0,0,0,610,SLB,262719,Los Angeles
1984,Somalia,0,0,0,0,0,610,SOM,6113252,Los Angeles
1984,South Africa,0,0,0,0,0,610,ZAF,30505361,Los Angeles
1984,South Sudan,0,0,0,0,0,610,SSD,5315479,Los Angeles
1984,Spain,1,2,2,5,21,610,ESP,38278575,Los Angeles
1984,Sri Lanka,0,0,0,0,0,610,LKA,15603000,Los Angeles
1984,St. Kitts and Nevis,0,0,0,0,0,610,KNA,42294,Los Angeles
1984,St. Lucia,0,0,0,0,0,610,LCA,124468,Los Angeles
1984,St. Martin (French part),0,0,0,0,0,610,MAF,12790,Los Angeles
1984,St. Vincent and the Grenadines,0,0,0,0,0,610,VCT,103742,Los Angeles
1984,Sudan,0,0,0,0,0,610,SDN,16557307,Los Angeles
1984,Suriname,0,0,0,0,0,610,SUR,372272,Los Angeles
1984,Swaziland,0,0,0,0,0,610,SWZ,680253,Los Angeles
1984,Sweden,2,11,6,19,12,610,SWE,8336605,Los Angeles
1984,Switzerland,0,4,4,8,18,610,CHE,6441865,Los Angeles
1984,Syrian Arab Republic,0,1,0,1,42,610,SYR,10313558,Los Angeles
1984,Tajikistan,0,0,0,0,0,610,TJK,4400743,Los Angeles
1984,Tanzania,0,0,0,0,0,610,TZA,21183696,Los Angeles
1984,Thailand,0,1,0,1,37,610,THA,51090390,Los Angeles
1984,Timor-Leste,0,0,0,0,0,610,TMP,638938,Los Angeles
1984,Togo,0,0,0,0,0,610,TGO,3140297,Los Angeles
1984,Tonga,0,0,0,0,0,610,TON,93838,Los Angeles
1984,Trinidad and Tobago,0,0,0,0,0,610,TTO,1155701,Los Angeles
1984,Tunisia,0,0,0,0,0,610,TUN,7042550,Los Angeles
1984,Turkey,0,0,3,3,29,610,TUR,48138191,Los Angeles
1984,Turkmenistan,0,0,0,0,0,610,TKM,3151262,Los Angeles
1984,Turks and Caicos Islands,0,0,0,0,0,610,TCA,9097,Los Angeles
1984,Tuvalu,0,0,0,0,0,610,TUV,8537,Los Angeles
1984,Uganda,0,0,0,0,0,610,UGA,14181630,Los Angeles
1984,Ukraine,0,0,0,0,0,610,UKR,50754000,Los Angeles
1984,United Arab Emirates,0,0,0,0,0,610,ARE,1277300,Los Angeles
1984,England,5,11,21,37,5,610,GBR,56422072,Los Angeles
1984,United States,83,61,30,174,1,610,USA,235825000,Los Angeles
1984,Uruguay,0,0,0,0,0,610,URY,2992644,Los Angeles
1984,Uzbekistan,0,0,0,0,0,610,UZB,17778956,Los Angeles
1984,Vanuatu,0,0,0,0,0,610,VUT,127094,Los Angeles
1984,"Venezuela, RB",0,0,3,3,28,610,VEN,16867806,Los Angeles
1984,Vietnam,0,0,0,0,0,610,VNM,57691661,Los Angeles
1984,Virgin Islands (U.S.),0,0,0,0,0,610,VIR,108000,Los Angeles
1984,West Bank and Gaza,0,0,0,0,0,610,WBG,0,Los Angeles
1984,"Yemen, Rep.",0,0,0,0,0,610,YEM,9276622,Los Angeles
1984,Zambia,0,0,1,1,44,610,ZMB,6636560,Los Angeles
1984,Zimbabwe,0,0,0,0,0,610,ZWE,8527836,Los Angeles
1988,Afghanistan,0,0,0,0,0,444,AFG,11013345,Seoul
1988,Albania,0,0,0,0,0,444,ALB,3336434,Seoul
1988,Algeria,0,0,0,0,0,444,DZA,24904931,Seoul
1988,American Samoa,0,0,0,0,0,444,ASM,44049,Seoul
1988,Andorra,0,0,0,0,0,444,ADO,50431,Seoul
1988,Angola,0,0,0,0,0,444,AGO,9798055,Seoul
1988,Antigua and Barbuda,0,0,0,0,0,444,ATG,62538,Seoul
1988,Argentina,0,1,1,2,32,444,ARG,31713147,Seoul
1988,Armenia,0,0,0,0,0,444,ARM,3510439,Seoul
1988,Aruba,0,0,0,0,0,444,ABW,61077,Seoul
1988,Australia,3,6,5,14,15,444,AUS,16532200,Seoul
1988,Austria,1,0,0,1,36,444,AUT,7585317,Seoul
1988,Azerbaijan,0,0,0,0,0,444,AZE,6994139,Seoul
1988,"Bahamas, The",0,0,0,0,0,444,BHS,247585,Seoul
1988,Bahrain,0,0,0,0,0,444,BHR,465254,Seoul
1988,Bangladesh,0,0,0,0,0,444,BGD,102133217,Seoul
1988,Barbados,0,0,0,0,0,444,BRB,257497,Seoul
1988,Belarus,0,0,0,0,0,444,BLR,10140000,Seoul
1988,Belgium,0,0,2,2,33,444,BEL,9901664,Seoul
1988,Belize,0,0,0,0,0,444,BLZ,178906,Seoul
1988,Benin,0,0,0,0,0,444,BEN,4685375,Seoul
1988,Bermuda,0,0,0,0,0,444,BMU,58347,Seoul
1988,Bhutan,0,0,0,0,0,444,BTN,517306,Seoul
1988,Bolivia,0,0,0,0,0,444,BOL,6481463,Seoul
