Year,Country,Gold,Silver,Bronze,Total,Rank,NumMedals,Country Code,Pop,locCity
1992,Zambia,0,0,0,0,0,692,ZMB,8229480,Barcelona
1992,Zimbabwe,0,0,0,0,0,692,ZWE,10981267,Barcelona
1996,Afghanistan,0,0,0,0,0,837,AFG,18415307,Atlanta
1996,Albania,0,0,0,0,0,837,ALB,3341043,Atlanta
1996,Algeria,2,0,1,3,42,837,DZA,29845208,Atlanta
1996,American Samoa,0,0,0,0,0,837,ASM,53926,Atlanta
1996,Andorra,0,0,0,0,0,837,ADO,64274,Atlanta
1996,Angola,0,0,0,0,0,837,AGO,12451945,Atlanta
1996,Antigua and Barbuda,0,0,0,0,0,837,ATG,70245,Atlanta
1996,Argentina,0,2,1,3,45,837,ARG,35264070,Atlanta
1996,Armenia,1,1,0,2,48,837,ARM,3173425,Atlanta
1996,Aruba,0,0,0,0,0,837,ABW,83195,Atlanta
1996,Australia,9,9,23,41,5,837,AUS,18311000,Atlanta
1996,Austria,0,1,2,3,46,837,AUT,7959017,Atlanta
1996,Azerbaijan,0,1,0,1,70,837,AZE,7763000,Atlanta
1996,"Bahamas, The",0,1,0,1,68,837,BHS,283678,Atlanta
1996,Bahrain,0,0,0,0,0,837,BHR,579697,Atlanta
1996,Bangladesh,0,0,0,0,0,837,BGD,122400896,Atlanta
1996,Barbados,0,0,0,0,0,837,BRB,263884,Atlanta
1996,Belarus,1,6,8,15,20,837,BLR,10160000,Atlanta
1996,Belgium,2,2,2,6,32,837,BEL,10156637,Atlanta
1996,Belize,0,0,0,0,0,837,BLZ,212375,Atlanta
1996,Benin,0,0,0,0,0,837,BEN,6176318,Atlanta
1996,Bermuda,0,0,0,0,0,837,BMU,60129,Atlanta
1996,Bhutan,0,0,0,0,0,837,BTN,512594,Atlanta
1996,Bolivia,0,0,0,0,0,837,BOL,7806953,Atlanta
1996,Bosnia and Herzegovina,0,0,0,0,0,837,BIH,3485575,Atlanta
1996,Botswana,0,0,0,0,0,837,BWA,1620989,Atlanta
1996,Brazil,3,3,9,15,18,837,BRA,164392423,Atlanta
1996,Brunei Darussalam,0,0,0,0,0,837,BRN,302511,Atlanta
1996,Bulgaria,3,7,5,15,17,837,BGR,8362826,Atlanta
1996,Burkina Faso,0,0,0,0,0,837,BFA,10372562,Atlanta
1996,Burundi,1,0,0,1,61,837,BDI,6294482,Atlanta
1996,Cambodia,0,0,0,0,0,837,KHM,11090611,Atlanta
1996,Cameroon,0,0,0,0,0,837,CMR,14316949,Atlanta
1996,Canada,3,11,8,22,11,837,CAN,29671900,Atlanta
1996,Cape Verde,0,0,0,0,0,837,CPV,408790,Atlanta
1996,Cayman Islands,0,0,0,0,0,837,CYM,33535,Atlanta
1996,Central African Republic,0,0,0,0,0,837,CAF,3350299,Atlanta
1996,Chad,0,0,0,0,0,837,TCD,7216321,Atlanta
1996,Channel Islands,0,0,0,0,0,837,CHI,144832,Atlanta
1996,Chile,0,0,0,0,0,837,CHL,14662323,Atlanta
1996,China,16,22,12,50,4,837,CHN,1217550000,Atlanta
1996,Colombia,0,0,0,0,0,837,COL,37236124,Atlanta
1996,Comoros,0,0,0,0,0,837,COM,477548,Atlanta
1996,"Congo, Dem. Rep.",0,0,0,0,0,837,ZAR,43122601,Atlanta
1996,"Congo, Rep.",0,0,0,0,0,837,COG,2797572,Atlanta
1996,Costa Rica,1,0,0,1,59,837,CRI,3566605,Atlanta
1996,Cote d'Ivoire,0,0,0,0,0,837,CIV,14632391,Atlanta
1996,Croatia,1,1,0,2,47,837,HRV,4494000,Atlanta
1996,Cuba,9,8,8,25,9,837,CUB,10980758,Atlanta
1996,Curacao,0,0,0,0,0,837,CUW,0,Atlanta
1996,Cyprus,0,0,0,0,0,837,CYP,873246,Atlanta
1996,Czech Republic,4,3,4,11,22,837,CZE,10315241,Atlanta
1996,Denmark,4,1,1,6,29,837,DNK,5263074,Atlanta
1996,Djibouti,0,0,0,0,0,837,DJI,675891,Atlanta
1996,Dominica,0,0,0,0,0,837,DMA,71146,Atlanta
1996,Dominican Republic,0,0,0,0,0,837,DOM,8118570,Atlanta
1996,Ecuador,1,0,0,1,62,837,ECU,11557151,Atlanta
1996,"Egypt, Arab Rep.",0,0,0,0,0,837,EGY,62123592,Atlanta
1996,El Salvador,0,0,0,0,0,837,SLV,5806750,Atlanta
1996,Equatorial Guinea,0,0,0,0,0,837,GNQ,456389,Atlanta
1996,Eritrea,0,0,0,0,0,837,ERI,3473399,Atlanta
1996,Estonia,0,0,0,0,0,837,EST,1415594,Atlanta
1996,Ethiopia,2,0,1,3,41,837,ETH,58815116,Atlanta
1996,Faeroe Islands,0,0,0,0,0,837,FRO,44058,Atlanta
1996,Fiji,0,0,0,0,0,837,FJI,784647,Atlanta
1996,Finland,1,2,1,4,38,837,FIN,5124573,Atlanta
1996,France,15,7,15,37,6,837,FRA,59752020,Atlanta
1996,French Polynesia,0,0,0,0,0,837,PYF,219282,Atlanta
1996,Gabon,0,0,0,0,0,837,GAB,1108698,Atlanta
1996,"Gambia, The",0,0,0,0,0,837,GMB,1095930,Atlanta
1996,Georgia,0,0,2,2,56,837,GEO,4616100,Atlanta
1996,Germany,20,18,27,65,2,837,DEU,81914831,Atlanta
1996,Ghana,0,0,0,0,0,837,GHA,17169151,Atlanta
1996,Greece,4,4,0,8,24,837,GRC,10709173,Atlanta
1996,Greenland,0,0,0,0,0,837,GRL,55900,Atlanta
1996,Grenada,0,0,0,0,0,837,GRD,100796,Atlanta
1996,Guam,0,0,0,0,0,837,GUM,148060,Atlanta
1996,Guatemala,0,0,0,0,0,837,GTM,10214623,Atlanta
1996,Guinea,0,0,0,0,0,837,GIN,8094751,Atlanta
1996,Guinea-Bissau,0,0,0,0,0,837,GNB,1165465,Atlanta
1996,Guyana,0,0,0,0,0,837,GUY,730865,Atlanta
1996,Haiti,0,0,0,0,0,837,HTI,7986858,Atlanta
1996,Honduras,0,0,0,0,0,837,HND,5723639,Atlanta
1996,"Hong Kong SAR, China",1,0,0,1,60,837,HKG,6435500,Atlanta
1996,Hungary,7,4,10,21,12,837,HUN,10311238,Atlanta
1996,Iceland,0,0,0,0,0,837,ISL,268916,Atlanta
1996,India,0,0,1,1,77,837,IND,973147577,Atlanta
1996,Indonesia,1,1,2,4,40,837,IDN,197097887,Atlanta
1996,"Iran, Islamic Rep.",1,1,1,3,44,837,IRN,61440887,Atlanta
1996,Iraq,0,0,0,0,0,837,IRQ,21017108,Atlanta
1996,Ireland,3,0,1,4,37,837,IRL,3637510,Atlanta
1996,Isle of Man,0,0,0,0,0,837,IMY,72898,Atlanta
1996,Israel,0,0,1,1,72,837,ISR,5692000,Atlanta
1996,Italy,13,10,12,35,7,837,ITA,56860281,Atlanta
1996,Jamaica,1,3,2,6,34,837,JAM,2509923,Atlanta
1996,Japan,3,6,5,14,21,837,JPN,125761000,Atlanta
1996,Jordan,0,0,0,0,0,837,JOR,4325000,Atlanta
1996,Kazakhstan,3,4,4,11,23,837,KAZ,15577894,Atlanta
1996,Kenya,1,4,3,8,26,837,KEN,28186224,Atlanta
1996,Kiribati,0,0,0,0,0,837,KIR,77511,Atlanta
1996,"Korea, Dem. Rep.",2,1,2,5,36,837,PRK,22016518,Atlanta
1996,"Korea, Rep.",7,15,5,27,8,837,KOR,45525000,Atlanta
1996,Kosovo,0,0,0,0,0,837,KSV,2059000,Atlanta
1996,Kuwait,0,0,0,0,0,837,KWT,1585244,Atlanta
1996,Kyrgyz Republic,0,0,0,0,0,837,KGZ,4628400,Atlanta
1996,Lao PDR,0,0,0,0,0,837,LAO,4986592,Atlanta
1996,Latvia,0,1,0,1,69,837,LVA,2457222,Atlanta
1996,Lebanon,0,0,0,0,0,837,LBN,3070984,Atlanta
1996,Lesotho,0,0,0,0,0,837,LSO,1779197,Atlanta
1996,Liberia,0,0,0,0,0,837,LBR,2197801,Atlanta
1996,Libya,0,0,0,0,0,837,LBY,4837354,Atlanta
1996,Liechtenstein,0,0,0,0,0,837,LIE,31287,Atlanta
1996,Lithuania,0,0,1,1,76,837,LTU,3601613,Atlanta
1996,Luxembourg,0,0,0,0,0,837,LUX,414225,Atlanta
1996,"Macao SAR, China",0,0,0,0,0,837,MAC,405231,Atlanta
1996,"Macedonia, FYR",0,0,0,0,0,837,MKD,1975207,Atlanta
1996,Madagascar,0,0,0,0,0,837,MDG,13882646,Atlanta
1996,Malawi,0,0,0,0,0,837,MWI,10153315,Atlanta
1996,Malaysia,0,1,1,2,55,837,MYS,21259831,Atlanta
1996,Maldives,0,0,0,0,0,837,MDV,250659,Atlanta
1996,Mali,0,0,0,0,0,837,MLI,9222157,Atlanta
1996,Malta,0,0,0,0,0,837,MLT,372687,Atlanta
1996,Marshall Islands,0,0,0,0,0,837,MHL,51397,Atlanta
1996,Mauritania,0,0,0,0,0,837,MRT,2403805,Atlanta
1996,Mauritius,0,0,0,0,0,837,MUS,1133996,Atlanta
1996,Mexico,0,0,1,1,79,837,MEX,97201533,Atlanta
1996,"Micronesia, Fed. Sts.",0,0,0,0,0,837,FSM,108342,Atlanta
1996,Moldova,0,1,1,2,53,837,MDA,3667748,Atlanta
1996,Monaco,0,0,0,0,0,837,MCO,30971,Atlanta
1996,Mongolia,0,0,1,1,73,837,MNG,2316598,Atlanta
1996,Montenegro,0,0,0,0,0,837,MNE,613774,Atlanta
1996,Morocco,0,0,2,2,58,837,MAR,27237150,Atlanta
1996,Mozambique,0,0,1,1,71,837,MOZ,16463426,Atlanta
1996,Myanmar,0,0,0,0,0,837,MMR,45991828,Atlanta
1996,Namibia,0,2,0,2,51,837,NAM,1705309,Atlanta
1996,Nepal,0,0,0,0,0,837,NPL,21115271,Atlanta
1996,Netherlands,4,5,10,19,14,837,NLD,15530498,Atlanta
1996,New Caledonia,0,0,0,0,0,837,NCL,197000,Atlanta
1996,New Zealand,3,2,1,6,31,837,NZL,3732000,Atlanta
1996,Nicaragua,0,0,0,0,0,837,NIC,4756631,Atlanta
1996,Niger,0,0,0,0,0,837,NER,9499605,Atlanta
1996,Nigeria,2,1,3,6,33,837,NGA,111166210,Atlanta
1996,Northern Mariana Islands,0,0,0,0,0,837,MNP,60248,Atlanta
1996,Norway,2,2,3,7,28,837,NOR,4381336,Atlanta
1996,Oman,0,0,0,0,0,837,OMN,2175998,Atlanta
1996,Pakistan,0,0,0,0,0,837,PAK,130083700,Atlanta
1996,Palau,0,0,0,0,0,837,PLW,17695,Atlanta
1996,Panama,0,0,0,0,0,837,PAN,2814525,Atlanta
1996,Papua New Guinea,0,0,0,0,0,837,PNG,4841020,Atlanta
1996,Paraguay,0,0,0,0,0,837,PRY,4911701,Atlanta
1996,Peru,0,0,0,0,0,837,PER,24365985,Atlanta
1996,Philippines,0,1,0,1,64,837,PHL,71184718,Atlanta
1996,Poland,7,5,5,17,15,837,POL,38624370,Atlanta
1996,Portugal,1,0,1,2,49,837,PRT,10057861,Atlanta
1996,Puerto Rico,0,0,1,1,75,837,PRI,3724655,Atlanta
1996,Qatar,0,0,0,0,0,837,QAT,512476,Atlanta
1996,Romania,4,7,9,20,13,837,ROM,22619004,Atlanta
1996,Russia,26,21,16,63,3,837,RUS,147739000,Atlanta
1996,Rwanda,0,0,0,0,0,837,RWA,5929575,Atlanta
1996,Samoa,0,0,0,0,0,837,WSM,171276,Atlanta
1996,San Marino,0,0,0,0,0,837,SMR,25914,Atlanta
1996,Sao Tome and Principe,0,0,0,0,0,837,STP,132323,Atlanta
1996,Saudi Arabia,0,0,0,0,0,837,SAU,18848350,Atlanta
1996,Senegal,0,0,0,0,0,837,SEN,8940298,Atlanta
1996,Serbia,0,0,0,0,0,837,SRB,7708878,Atlanta
1996,Seychelles,0,0,0,0,0,837,SYC,76417,Atlanta
1996,Sierra Leone,0,0,0,0,0,837,SLE,3919708,Atlanta
1996,Singapore,0,0,0,0,0,837,SGP,3670700,Atlanta
1996,Sint Maarten (Dutch part),0,0,0,0,0,837,SXM,0,Atlanta
1996,Slovak Republic,1,1,1,3,43,837,SVK,5373361,Atlanta
1996,Slovenia,0,2,0,2,52,837,SVN,1988628,Atlanta
1996,Solomon Islands,0,0,0,0,0,837,SLB,369439,Atlanta
1996,Somalia,0,0,0,0,0,837,SOM,6481035,Atlanta
1996,South Africa,3,1,1,5,35,837,ZAF,40000247,Atlanta
1996,South Sudan,0,0,0,0,0,837,SSD,5561120,Atlanta
1996,Spain,5,6,6,17,16,837,ESP,39478186,Atlanta
1996,Sri Lanka,0,0,0,0,0,837,LKA,18336000,Atlanta
1996,St. Kitts and Nevis,0,0,0,0,0,837,KNA,43391,Atlanta
1996,St. Lucia,0,0,0,0,0,837,LCA,148962,Atlanta
1996,St. Martin (French part),0,0,0,0,0,837,MAF,32102,Atlanta
1996,St. Vincent and the Grenadines,0,0,0,0,0,837,VCT,108078,Atlanta
1996,Sudan,0,0,0,0,0,837,SDN,25263021,Atlanta
1996,Suriname,0,0,0,0,0,837,SUR,441734,Atlanta
1996,Swaziland,0,0,0,0,0,837,SWZ,984506,Atlanta
1996,Sweden,2,4,2,8,25,837,SWE,8840998,Atlanta
1996,Switzerland,4,3,0,7,27,837,CHE,7071850,Atlanta
1996,Syrian Arab Republic,1,0,0,1,63,837,SYR,14746306,Atlanta
1996,Tajikistan,0,0,0,0,0,837,TJK,5862347,Atlanta
1996,Tanzania,0,0,0,0,0,837,TZA,30780453,Atlanta
1996,Thailand,1,0,1,2,50,837,THA,59562136,Atlanta
1996,Timor-Leste,0,0,0,0,0,837,TMP,869024,Atlanta
1996,Togo,0,0,0,0,0,837,TGO,4392177,Atlanta
1996,Tonga,0,1,0,1,65,837,TON,96218,Atlanta
1996,Trinidad and Tobago,0,0,2,2,57,837,TTO,1258365,Atlanta
1996,Tunisia,0,0,1,1,74,837,TUN,9089300,Atlanta
1996,Turkey,4,1,1,6,30,837,TUR,59442502,Atlanta
1996,Turkmenistan,0,0,0,0,0,837,TKM,4267690,Atlanta
1996,Turks and Caicos Islands,0,0,0,0,0,837,TCA,15967,Atlanta
1996,Tuvalu,0,0,0,0,0,837,TUV,9264,Atlanta
1996,Uganda,0,0,1,1,78,837,UGA,21407693,Atlanta
1996,Ukraine,9,2,12,23,10,837,UKR,51057189,Atlanta
1996,United Arab Emirates,0,0,0,0,0,837,ARE,2470810,Atlanta
1996,England,1,8,6,15,19,837,GBR,58166950,Atlanta
1996,United States,44,32,25,101,1,837,USA,269394000,Atlanta
1996,Uruguay,0,0,0,0,0,837,URY,3247585,Atlanta
1996,Uzbekistan,0,1,1,2,54,837,UZB,23225000,Atlanta
1996,Vanuatu,0,0,0,0,0,837,VUT,171802,Atlanta
1996,"Venezuela, RB",0,0,0,0,0,837,VEN,22556838,Atlanta
1996,Vietnam,0,0,0,0,0,837,VNM,73156700,Atlanta
1996,Virgin Islands (U.S.),0,0,0,0,0,837,VIR,108093,Atlanta
1996,West Bank and Gaza,0,0,0,0,0,837,WBG,2587997,Atlanta
1996,"Yemen, Rep.",0,0,0,0,0,837,YEM,15578640,Atlanta
1996,Zambia,0,1,0,1,67,837,ZMB,9073311,Atlanta
1996,Zimbabwe,0,0,0,0,0,837,ZWE,11846110,Atlanta
2000,Afghanistan,0,0,0,0,0,918,AFG,20595360,Sydney
2000,Albania,0,0,0,0,0,918,ALB,3304948,Sydney
2000,Algeria,1,1,3,5,38,918,DZA,31719449,Sydney
2000,American Samoa,0,0,0,0,0,918,ASM,57522,Sydney
2000,Andorra,0,0,0,0,0,918,ADO,65399,Sydney
2000,Angola,0,0,0,0,0,918,AGO,13924930,Sydney
2000,Antigua and Barbuda,0,0,0,0,0,918,ATG,77648,Sydney
2000,Argentina,0,2,2,4,47,918,ARG,36903067,Sydney
2000,Armenia,0,0,1,1,77,918,ARM,3076098,Sydney
2000,Aruba,0,0,0,0,0,918,ABW,90858,Sydney
2000,Australia,16,25,17,58,4,918,AUS,19153000,Sydney
2000,Austria,2,1,0,3,49,918,AUT,8011566,Sydney
2000,Azerbaijan,2,0,1,3,51,918,AZE,8048600,Sydney
2000,"Bahamas, The",2,0,1,3,50,918,BHS,297759,Sydney
2000,Bahrain,0,0,0,0,0,918,BHR,668239,Sydney
2000,Bangladesh,0,0,0,0,0,918,BGD,132383265,Sydney
2000,Barbados,0,0,1,1,71,918,BRB,267190,Sydney
2000,Belarus,3,3,11,17,16,918,BLR,10005000,Sydney
2000,Belgium,0,2,3,5,40,918,BEL,10251250,Sydney
2000,Belize,0,0,0,0,0,918,BLZ,238586,Sydney
2000,Benin,0,0,0,0,0,918,BEN,6949366,Sydney
2000,Bermuda,0,0,0,0,0,918,BMU,61833,Sydney
2000,Bhutan,0,0,0,0,0,918,BTN,564350,Sydney
2000,Bolivia,0,0,0,0,0,918,BOL,8495271,Sydney
2000,Bosnia and Herzegovina,0,0,0,0,0,918,BIH,3834364,Sydney
2000,Botswana,0,0,0,0,0,918,BWA,1755375,Sydney
2000,Brazil,0,6,6,12,22,918,BRA,174504898,Sydney
2000,Brunei Darussalam,0,0,0,0,0,918,BRN,331801,Sydney
2000,Bulgaria,5,6,2,13,19,918,BGR,8170172,Sydney
2000,Burkina Faso,0,0,0,0,0,918,BFA,11607944,Sydney
2000,Burundi,0,0,0,0,0,918,BDI,6674286,Sydney
2000,Cambodia,0,0,0,0,0,918,KHM,12222871,Sydney
2000,Cameroon,1,0,0,1,65,918,CMR,15927713,Sydney
2000,Canada,3,3,8,14,18,918,CAN,30769700,Sydney
2000,Cape Verde,0,0,0,0,0,918,CPV,442426,Sydney
2000,Cayman Islands,0,0,0,0,0,918,CYM,41685,Sydney
2000,Central African Republic,0,0,0,0,0,918,CAF,3638316,Sydney
2000,Chad,0,0,0,0,0,918,TCD,8301151,Sydney
2000,Channel Islands,0,0,0,0,0,918,CHI,148725,Sydney
2000,Chile,0,0,1,1,80,918,CHL,15454402,Sydney
2000,China,28,16,14,58,3,918,CHN,1262645000,Sydney
2000,Colombia,1,0,0,1,64,918,COL,39897984,Sydney
2000,Comoros,0,0,0,0,0,918,COM,528312,Sydney
2000,"Congo, Dem. Rep.",0,0,0,0,0,918,ZAR,46949244,Sydney
2000,"Congo, Rep.",0,0,0,0,0,918,COG,3126204,Sydney
2000,Costa Rica,0,0,2,2,62,918,CRI,3929588,Sydney
2000,Cote d'Ivoire,0,0,0,0,0,918,CIV,16131332,Sydney
2000,Croatia,1,0,1,2,58,918,HRV,4426000,Sydney
2000,Cuba,11,11,7,29,8,918,CUB,11138416,Sydney
2000,Curacao,0,0,0,0,0,918,CUW,133860,Sydney
2000,Cyprus,0,0,0,0,0,918,CYP,943287,Sydney
2000,Czech Republic,2,3,3,8,28,918,CZE,10272322,Sydney
2000,Denmark,2,3,1,6,31,918,DNK,5339616,Sydney
2000,Djibouti,0,0,0,0,0,918,DJI,722887,Sydney
2000,Dominica,0,0,0,0,0,918,DMA,69679,Sydney
2000,Dominican Republic,0,0,0,0,0,918,DOM,8663421,Sydney
2000,Ecuador,0,0,0,0,0,918,ECU,12533087,Sydney
2000,"Egypt, Arab Rep.",0,0,0,0,0,918,EGY,66136590,Sydney
2000,El Salvador,0,0,0,0,0,918,SLV,5958794,Sydney
2000,Equatorial Guinea,0,0,0,0,0,918,GNQ,518179,Sydney
2000,Eritrea,0,0,0,0,0,918,ERI,3939348,Sydney
2000,Estonia,1,0,2,3,55,918,EST,1369515,Sydney
2000,Ethiopia,4,1,3,8,27,918,ETH,66024199,Sydney
2000,Faeroe Islands,0,0,0,0,0,918,FRO,46491,Sydney
2000,Fiji,0,0,0,0,0,918,FJI,811647,Sydney
2000,Finland,2,1,1,4,44,918,FIN,5176209,Sydney
2000,France,13,14,11,38,6,918,FRA,60911057,Sydney
2000,French Polynesia,0,0,0,0,0,918,PYF,237267,Sydney
2000,Gabon,0,0,0,0,0,918,GAB,1225527,Sydney
2000,"Gambia, The",0,0,0,0,0,918,GMB,1228863,Sydney
2000,Georgia,0,0,6,6,34,918,GEO,4418300,Sydney
2000,Germany,13,17,26,56,5,918,DEU,82211508,Sydney
2000,Ghana,0,0,0,0,0,918,GHA,18825034,Sydney
2000,Greece,4,6,3,13,20,918,GRC,10917482,Sydney
2000,Greenland,0,0,0,0,0,918,GRL,56200,Sydney
2000,Grenada,0,0,0,0,0,918,GRD,101620,Sydney
2000,Guam,0,0,0,0,0,918,GUM,155328,Sydney
2000,Guatemala,0,0,0,0,0,918,GTM,11204183,Sydney
2000,Guinea,0,0,0,0,0,918,GIN,8746128,Sydney
2000,Guinea-Bissau,0,0,0,0,0,918,GNB,1273312,Sydney
2000,Guyana,0,0,0,0,0,918,GUY,744471,Sydney
2000,Haiti,0,0,0,0,0,918,HTI,8578234,Sydney
2000,Honduras,0,0,0,0,0,918,HND,6235561,Sydney
2000,"Hong Kong SAR, China",0,0,0,0,0,918,HKG,6665000,Sydney
2000,Hungary,8,6,3,17,15,918,HUN,10210971,Sydney
2000,Iceland,0,0,1,1,72,918,ISL,281205,Sydney
2000,India,0,0,1,1,79,918,IND,1042261758,Sydney
2000,Indonesia,1,3,2,6,32,918,IDN,208938698,Sydney
2000,"Iran, Islamic Rep.",3,0,1,4,43,918,IRN,65911052,Sydney
2000,Iraq,0,0,0,0,0,918,IRQ,23801156,Sydney
2000,Ireland,0,1,0,1,70,918,IRL,3805174,Sydney
2000,Isle of Man,0,0,0,0,0,918,IMY,76806,Sydney
2000,Israel,0,0,1,1,74,918,ISR,6289000,Sydney
2000,Italy,13,8,13,34,7,918,ITA,56942108,Sydney
2000,Jamaica,0,6,3,9,26,918,JAM,2589389,Sydney
2000,Japan,5,8,5,18,14,918,JPN,126870000,Sydney
2000,Jordan,0,0,0,0,0,918,JOR,4797000,Sydney
2000,Kazakhstan,3,4,0,7,29,918,KAZ,14883626,Sydney
2000,Kenya,2,3,2,7,30,918,KEN,31285050,Sydney
2000,Kiribati,0,0,0,0,0,918,KIR,82788,Sydney
2000,"Korea, Dem. Rep.",0,1,3,4,48,918,PRK,22840225,Sydney
2000,"Korea, Rep.",8,10,10,28,10,918,KOR,47008000,Sydney
2000,Kosovo,0,0,0,0,0,918,KSV,1700000,Sydney
2000,Kuwait,0,0,1,1,73,918,KWT,1906231,Sydney
2000,Kyrgyz Republic,0,0,1,1,76,918,KGZ,4898400,Sydney
2000,Lao PDR,0,0,0,0,0,918,LAO,5388281,Sydney
2000,Latvia,1,1,1,3,54,918,LVA,2372985,Sydney
2000,Lebanon,0,0,0,0,0,918,LBN,3235380,Sydney
2000,Lesotho,0,0,0,0,0,918,LSO,1856225,Sydney
2000,Liberia,0,0,0,0,0,918,LBR,2891968,Sydney
2000,Libya,0,0,0,0,0,918,LBY,5176185,Sydney
2000,Liechtenstein,0,0,0,0,0,918,LIE,33093,Sydney
2000,Lithuania,2,0,3,5,36,918,LTU,3499536,Sydney
2000,Luxembourg,0,0,0,0,0,918,LUX,436300,Sydney
2000,"Macao SAR, China",0,0,0,0,0,918,MAC,431907,Sydney
2000,"Macedonia, FYR",0,0,0,0,0,918,MKD,2052129,Sydney
2000,Madagascar,0,0,0,0,0,918,MDG,15744811,Sydney
2000,Malawi,0,0,0,0,0,918,MWI,11321496,Sydney
2000,Malaysia,0,0,0,0,0,918,MYS,23420751,Sydney
2000,Maldives,0,0,0,0,0,918,MDV,272745,Sydney
2000,Mali,0,0,0,0,0,918,MLI,10260577,Sydney
2000,Malta,0,0,0,0,0,918,MLT,381363,Sydney
2000,Marshall Islands,0,0,0,0,0,918,MHL,52161,Sydney
2000,Mauritania,0,0,0,0,0,918,MRT,2708095,Sydney
2000,Mauritius,0,0,0,0,0,918,MUS,1186873,Sydney
2000,Mexico,1,2,3,6,33,918,MEX,103873607,Sydney
2000,"Micronesia, Fed. Sts.",0,0,0,0,0,918,FSM,107430,Sydney
2000,Moldova,0,1,1,2,61,918,MDA,3639588,Sydney
2000,Monaco,0,0,0,0,0,918,MCO,32081,Sydney
2000,Mongolia,0,0,0,0,0,918,MNG,2397473,Sydney
2000,Montenegro,0,0,0,0,0,918,MNE,611196,Sydney
2000,Morocco,0,1,4,5,41,918,MAR,28710123,Sydney
2000,Mozambique,1,0,0,1,66,918,MOZ,18275618,Sydney
2000,Myanmar,0,0,0,0,0,918,MMR,48453000,Sydney
2000,Namibia,0,0,0,0,0,918,NAM,1897953,Sydney
2000,Nepal,0,0,0,0,0,918,NPL,23184177,Sydney
2000,Netherlands,12,9,4,25,12,918,NLD,15925513,Sydney
2000,New Caledonia,0,0,0,0,0,918,NCL,213230,Sydney
2000,New Zealand,1,0,3,4,46,918,NZL,3857700,Sydney
2000,Nicaragua,0,0,0,0,0,918,NIC,5100920,Sydney
2000,Niger,0,0,0,0,0,918,NER,10989815,Sydney
2000,Nigeria,1,2,0,3,52,918,NGA,122876727,Sydney
2000,Northern Mariana Islands,0,0,0,0,0,918,MNP,68434,Sydney
2000,Norway,4,3,3,10,24,918,NOR,4490967,Sydney
2000,Oman,0,0,0,0,0,918,OMN,2192535,Sydney
2000,Pakistan,0,0,0,0,0,918,PAK,143832014,Sydney
2000,Palau,0,0,0,0,0,918,PLW,19174,Sydney
2000,Panama,0,0,0,0,0,918,PAN,3054812,Sydney
2000,Papua New Guinea,0,0,0,0,0,918,PNG,5379226,Sydney
2000,Paraguay,0,0,0,0,0,918,PRY,5350253,Sydney
2000,Peru,0,0,0,0,0,918,PER,26000080,Sydney
2000,Philippines,0,0,0,0,0,918,PHL,77651848,Sydney
2000,Poland,6,5,3,14,17,918,POL,38453757,Sydney
2000,Portugal,0,0,2,2,63,918,PRT,10225836,Sydney
2000,Puerto Rico,0,0,0,0,0,918,PRI,3810605,Sydney
2000,Qatar,0,0,1,1,78,918,QAT,593693,Sydney
2000,Romania,11,6,9,26,11,918,ROM,22442971,Sydney
2000,Russia,32,28,29,89,2,918,RUS,146303000,Sydney
2000,Rwanda,0,0,0,0,0,918,RWA,8395577,Sydney
2000,Samoa,0,0,0,0,0,918,WSM,174614,Sydney
2000,San Marino,0,0,0,0,0,918,SMR,26969,Sydney
2000,Sao Tome and Principe,0,0,0,0,0,918,STP,139428,Sydney
2000,Saudi Arabia,0,1,1,2,60,918,SAU,20144584,Sydney
2000,Senegal,0,0,0,0,0,918,SEN,9861679,Sydney
2000,Serbia,0,0,0,0,0,918,SRB,7516346,Sydney
2000,Seychelles,0,0,0,0,0,918,SYC,81131,Sydney
2000,Sierra Leone,0,0,0,0,0,918,SLE,4139757,Sydney
2000,Singapore,0,0,0,0,0,918,SGP,4027900,Sydney
2000,Sint Maarten (Dutch part),0,0,0,0,0,918,SXM,30519,Sydney
2000,Slovak Republic,1,3,1,5,37,918,SVK,5388720,Sydney
2000,Slovenia,2,0,0,2,57,918,SVN,1988925,Sydney
2000,Solomon Islands,0,0,0,0,0,918,SLB,412336,Sydney
2000,Somalia,0,0,0,0,0,918,SOM,7385416,Sydney
2000,South Africa,0,2,3,5,39,918,ZAF,44000000,Sydney
2000,South Sudan,0,0,0,0,0,918,SSD,6652984,Sydney
2000,Spain,3,3,5,11,23,918,ESP,40263216,Sydney
2000,Sri Lanka,0,1,0,1,69,918,LKA,19102000,Sydney
2000,St. Kitts and Nevis,0,0,0,0,0,918,KNA,45544,Sydney
2000,St. Lucia,0,0,0,0,0,918,LCA,156949,Sydney
2000,St. Martin (French part),0,0,0,0,0,918,MAF,28384,Sydney
2000,St. Vincent and the Grenadines,0,0,0,0,0,918,VCT,107897,Sydney
2000,Sudan,0,0,0,0,0,918,SDN,27729798,Sydney
2000,Suriname,0,0,0,0,0,918,SUR,466668,Sydney
2000,Swaziland,0,0,0,0,0,918,SWZ,1063715,Sydney
2000,Sweden,4,5,3,12,21,918,SWE,8872109,Sydney
2000,Switzerland,1,6,2,9,25,918,CHE,7184250,Sydney
